ensembl,gene,transcript,ensemblfamily
ENSG00000136560,TANK,ENST00000259075,PTHR15249
ENSG00000136560,TANK,ENST00000463502,
ENSG00000136560,TANK,ENST00000461338,
ENSG00000136560,TANK,ENST00000403609,PTHR15249
ENSG00000136560,TANK,ENST00000432002,PTHR15249
ENSG00000136560,TANK,ENST00000489393,
ENSG00000136560,TANK,ENST00000483622,
ENSG00000136560,TANK,ENST00000470324,
ENSG00000136560,TANK,ENST00000441987,
ENSG00000136560,TANK,ENST00000468831,
ENSG00000136560,TANK,ENST00000456358,PTHR15249
ENSG00000136560,TANK,ENST00000429217,PTHR15249
ENSG00000136634,IL10,ENST00000659065,PTHR11585
ENSG00000136634,IL10,ENST00000659642,PTHR11585
ENSG00000136634,IL10,ENST00000471071,PTHR11585
ENSG00000136634,IL10,ENST00000664374,PTHR11585
ENSG00000136634,IL10,ENST00000640756,
ENSG00000136634,IL10,ENST00000423557,PTHR11585
ENSG00000136634,IL10,ENST00000367099,
ENSG00000136810,TXN,ENST00000487892,
ENSG00000136810,TXN,ENST00000374517,PTHR10438_SF18
ENSG00000136810,TXN,ENST00000374515,PTHR10438_SF18
ENSG00000136869,TLR4,ENST00000472304,
ENSG00000136869,TLR4,ENST00000355622,PTHR24365_SF230
ENSG00000136869,TLR4,ENST00000490685,
ENSG00000136869,TLR4,ENST00000394487,PTHR24365_SF230
ENSG00000136997,MYC,ENST00000259523,PTHR11514_SF2
ENSG00000136997,MYC,ENST00000613283,PTHR11514_SF2
ENSG00000136997,MYC,ENST00000517291,PTHR11514_SF2
ENSG00000136997,MYC,ENST00000652131,PTHR11514_SF2
ENSG00000136997,MYC,ENST00000641252,
ENSG00000136997,MYC,ENST00000652288,PTHR11514_SF2
ENSG00000136997,MYC,ENST00000377970,PTHR11514_SF2
ENSG00000136997,MYC,ENST00000651626,PTHR11514_SF2
ENSG00000136997,MYC,ENST00000641036,
ENSG00000136997,MYC,ENST00000524013,PTHR11514_SF2
ENSG00000136997,MYC,ENST00000621592,PTHR11514_SF2
ENSG00000136997,MYC,ENST00000520751,
ENSG00000137033,IL33,ENST00000611532,PTHR21114
ENSG00000137033,IL33,ENST00000417746,PTHR21114
ENSG00000137033,IL33,ENST00000463336,
ENSG00000137033,IL33,ENST00000381434,PTHR21114
ENSG00000137033,IL33,ENST00000456383,PTHR21114
ENSG00000137080,IFNA21,ENST00000380225,PTHR11691
ENSG00000137161,CNPY3,ENST00000394142,PTHR15382
ENSG00000137161,CNPY3,ENST00000372836,PTHR15382
ENSG00000137265,IRF4,ENST00000380956,PTHR11949_SF6
ENSG00000137265,IRF4,ENST00000468485,
ENSG00000137265,IRF4,ENST00000495137,
ENSG00000137265,IRF4,ENST00000469834,
ENSG00000137265,IRF4,ENST00000493114,PTHR11949_SF6
ENSG00000137275,RIPK1,ENST00000479389,
ENSG00000137275,RIPK1,ENST00000259808,PTHR23257_SF375
ENSG00000137275,RIPK1,ENST00000380409,PTHR23257_SF375
ENSG00000137462,TLR2,ENST00000646900,PTHR24365_SF17
ENSG00000137462,TLR2,ENST00000260010,PTHR24365_SF17
ENSG00000137462,TLR2,ENST00000642700,PTHR24365_SF17
ENSG00000137462,TLR2,ENST00000643087,PTHR24365_SF17
ENSG00000137462,TLR2,ENST00000646219,
ENSG00000137462,TLR2,ENST00000642580,PTHR24365_SF17
ENSG00000137462,TLR2,ENST00000643501,
ENSG00000137462,TLR2,ENST00000645889,
ENSG00000137628,DDX60,ENST00000511317,PTHR11752_SF61
ENSG00000137628,DDX60,ENST00000514995,
ENSG00000137628,DDX60,ENST00000393743,PTHR11752_SF61
ENSG00000137628,DDX60,ENST00000505393,
ENSG00000137628,DDX60,ENST00000513997,PTHR11752_SF61
ENSG00000137628,DDX60,ENST00000507815,
ENSG00000137752,CASP1,ENST00000528424,
ENSG00000137752,CASP1,ENST00000526511,
ENSG00000137752,CASP1,ENST00000528974,PTHR10454_SF34
ENSG00000137752,CASP1,ENST00000640184,PTHR10454_SF34
ENSG00000137752,CASP1,ENST00000446369,PTHR10454_SF34
ENSG00000137752,CASP1,ENST00000532520,
ENSG00000137752,CASP1,ENST00000531166,PTHR10454_SF34
ENSG00000137752,CASP1,ENST00000527979,PTHR10454_SF34
ENSG00000137752,CASP1,ENST00000525825,PTHR10454_SF34
ENSG00000137752,CASP1,ENST00000529871,PTHR10454_SF34
ENSG00000137752,CASP1,ENST00000527625,
ENSG00000137752,CASP1,ENST00000534497,PTHR10454_SF34
ENSG00000137752,CASP1,ENST00000526568,PTHR10454_SF34
ENSG00000137752,CASP1,ENST00000353247,PTHR10454_SF34
ENSG00000137752,CASP1,ENST00000532439,PTHR10454_SF34
ENSG00000137752,CASP1,ENST00000436863,PTHR10454_SF34
ENSG00000137752,CASP1,ENST00000533400,PTHR10454_SF34
ENSG00000137801,THBS1,ENST00000559746,
ENSG00000137801,THBS1,ENST00000397591,PTHR10199_SF78
ENSG00000137801,THBS1,ENST00000497720,
ENSG00000137801,THBS1,ENST00000260356,PTHR10199_SF78
ENSG00000137801,THBS1,ENST00000484734,
ENSG00000137801,THBS1,ENST00000560894,
ENSG00000137801,THBS1,ENST00000490247,
ENSG00000137801,THBS1,ENST00000466755,
ENSG00000137834,SMAD6,ENST00000612349,
ENSG00000137834,SMAD6,ENST00000558937,
ENSG00000137834,SMAD6,ENST00000288840,PTHR13703_SF28
ENSG00000137834,SMAD6,ENST00000559931,
ENSG00000137834,SMAD6,ENST00000557916,PTHR13703_SF28
ENSG00000138378,STAT4,ENST00000647167,PTHR11801
ENSG00000138378,STAT4,ENST00000409995,PTHR11801
ENSG00000138378,STAT4,ENST00000358470,PTHR11801
ENSG00000138378,STAT4,ENST00000432798,
ENSG00000138378,STAT4,ENST00000495326,
ENSG00000138378,STAT4,ENST00000413064,PTHR11801
ENSG00000138378,STAT4,ENST00000470708,
ENSG00000138378,STAT4,ENST00000450994,PTHR11801
ENSG00000138378,STAT4,ENST00000463951,
ENSG00000138378,STAT4,ENST00000495849,
ENSG00000138378,STAT4,ENST00000392320,PTHR11801
ENSG00000138646,HERC5,ENST00000502913,
ENSG00000138646,HERC5,ENST00000508159,PTHR11254_SF277
ENSG00000138646,HERC5,ENST00000264350,PTHR11254_SF277
ENSG00000138646,HERC5,ENST00000510223,
ENSG00000138646,HERC5,ENST00000508695,
ENSG00000138670,RASGEF1B,ENST00000436139,PTHR23113_SF197
ENSG00000138670,RASGEF1B,ENST00000507538,
ENSG00000138670,RASGEF1B,ENST00000514050,
ENSG00000138670,RASGEF1B,ENST00000509081,PTHR23113_SF197
ENSG00000138670,RASGEF1B,ENST00000613784,PTHR23113_SF197
ENSG00000138670,RASGEF1B,ENST00000335927,PTHR23113_SF197
ENSG00000138670,RASGEF1B,ENST00000514889,
ENSG00000138670,RASGEF1B,ENST00000508294,
ENSG00000138670,RASGEF1B,ENST00000510780,
ENSG00000138670,RASGEF1B,ENST00000504863,PTHR23113_SF197
ENSG00000138670,RASGEF1B,ENST00000512343,
ENSG00000138670,RASGEF1B,ENST00000638048,PTHR23113_SF197
ENSG00000138670,RASGEF1B,ENST00000512716,
ENSG00000138670,RASGEF1B,ENST00000264400,PTHR23113_SF197
ENSG00000138675,FGF5,ENST00000312465,PTHR11486_SF23
ENSG00000138675,FGF5,ENST00000507780,PTHR11486_SF23
ENSG00000138675,FGF5,ENST00000380628,
ENSG00000138675,FGF5,ENST00000456523,PTHR11486_SF23
ENSG00000138675,FGF5,ENST00000503413,
ENSG00000138684,IL21,ENST00000648588,PTHR14356
ENSG00000138684,IL21,ENST00000611104,PTHR14356
ENSG00000138684,IL21,ENST00000647784,
ENSG00000138685,FGF2,ENST00000614010,PTHR11486_SF68
ENSG00000138685,FGF2,ENST00000644866,PTHR11486_SF68
ENSG00000138685,FGF2,ENST00000264498,PTHR11486_SF68
ENSG00000138685,FGF2,ENST00000608478,PTHR11486_SF68
ENSG00000138755,CXCL9,ENST00000264888,PTHR10179_SF28
ENSG00000138794,CASP6,ENST00000503684,PTHR10454_SF144
ENSG00000138794,CASP6,ENST00000265164,PTHR10454_SF144
ENSG00000138794,CASP6,ENST00000505117,
ENSG00000138794,CASP6,ENST00000508203,
ENSG00000138794,CASP6,ENST00000507550,
ENSG00000138794,CASP6,ENST00000510324,
ENSG00000138794,CASP6,ENST00000505486,PTHR10454_SF144
ENSG00000138794,CASP6,ENST00000352981,PTHR10454_SF144
ENSG00000138798,EGF,ENST00000540840,
ENSG00000138798,EGF,ENST00000502579,
ENSG00000138798,EGF,ENST00000652245,PTHR10529_SF3
ENSG00000138798,EGF,ENST00000265171,PTHR10529_SF3
ENSG00000138798,EGF,ENST00000509793,PTHR10529_SF3
ENSG00000138798,EGF,ENST00000544918,
ENSG00000138798,EGF,ENST00000504633,
ENSG00000138798,EGF,ENST00000511228,
ENSG00000138798,EGF,ENST00000502723,
ENSG00000138798,EGF,ENST00000503392,PTHR10529_SF3
ENSG00000138798,EGF,ENST00000541061,
ENSG00000138798,EGF,ENST00000537316,
ENSG00000138798,EGF,ENST00000509996,
ENSG00000139178,C1RL,ENST00000504702,
ENSG00000139178,C1RL,ENST00000545280,
ENSG00000139178,C1RL,ENST00000543941,
ENSG00000139178,C1RL,ENST00000266542,PTHR24265_SF26
ENSG00000139178,C1RL,ENST00000537833,
ENSG00000139178,C1RL,ENST00000534950,PTHR24265_SF26
ENSG00000139178,C1RL,ENST00000539803,
ENSG00000139178,C1RL,ENST00000543933,PTHR24265_SF26
ENSG00000139178,C1RL,ENST00000545337,PTHR24265_SF26
ENSG00000139178,C1RL,ENST00000534969,
ENSG00000139178,C1RL,ENST00000539927,
ENSG00000139178,C1RL,ENST00000544702,PTHR24265_SF26
ENSG00000139187,KLRG1,ENST00000539240,PTHR22800_SF8
ENSG00000139187,KLRG1,ENST00000538029,
ENSG00000139187,KLRG1,ENST00000544226,
ENSG00000139187,KLRG1,ENST00000266551,PTHR22800_SF8
ENSG00000139187,KLRG1,ENST00000541957,
ENSG00000139187,KLRG1,ENST00000543895,PTHR22800_SF8
ENSG00000139187,KLRG1,ENST00000356986,PTHR22800_SF8
ENSG00000139193,CD27,ENST00000541233,
ENSG00000139193,CD27,ENST00000266557,PTHR23097_SF23
ENSG00000139218,SCAF11,ENST00000395454,
ENSG00000139218,SCAF11,ENST00000395453,
ENSG00000139218,SCAF11,ENST00000550629,
ENSG00000139218,SCAF11,ENST00000547018,PTHR15242
ENSG00000139218,SCAF11,ENST00000547950,
ENSG00000139218,SCAF11,ENST00000484275,
ENSG00000139218,SCAF11,ENST00000465950,PTHR15242
ENSG00000139218,SCAF11,ENST00000546534,
ENSG00000139218,SCAF11,ENST00000266589,PTHR15242
ENSG00000139218,SCAF11,ENST00000551391,
ENSG00000139218,SCAF11,ENST00000369367,PTHR15242
ENSG00000139218,SCAF11,ENST00000550893,PTHR15242
ENSG00000139218,SCAF11,ENST00000549162,PTHR15242
ENSG00000139218,SCAF11,ENST00000547654,
ENSG00000139218,SCAF11,ENST00000474828,
ENSG00000139370,SLC15A4,ENST00000366292,
ENSG00000139370,SLC15A4,ENST00000376740,PTHR11654_SF80
ENSG00000139370,SLC15A4,ENST00000376744,PTHR11654_SF80
ENSG00000139370,SLC15A4,ENST00000266771,PTHR11654_SF80
ENSG00000139370,SLC15A4,ENST00000535272,
ENSG00000139370,SLC15A4,ENST00000544112,
ENSG00000139370,SLC15A4,ENST00000539703,
ENSG00000139370,SLC15A4,ENST00000545031,
ENSG00000139865,TTC6,ENST00000267368,PTHR23083_SF351
ENSG00000139865,TTC6,ENST00000476979,PTHR23083_SF351
ENSG00000139865,TTC6,ENST00000553887,
ENSG00000139865,TTC6,ENST00000553443,PTHR23083_SF351
ENSG00000139865,TTC6,ENST00000555921,
ENSG00000139865,TTC6,ENST00000478811,PTHR23083_SF351
ENSG00000139865,TTC6,ENST00000554555,
ENSG00000139865,TTC6,ENST00000382320,PTHR23083_SF351
ENSG00000139865,TTC6,ENST00000556845,
ENSG00000139865,TTC6,ENST00000533625,TF337683
ENSG00000140285,FGF7,ENST00000267843,PTHR11486_SF20
ENSG00000140285,FGF7,ENST00000560979,PTHR11486_SF20
ENSG00000140285,FGF7,ENST00000560704,
ENSG00000140285,FGF7,ENST00000560270,PTHR11486_SF20
ENSG00000140285,FGF7,ENST00000614567,PTHR11486_SF20
ENSG00000140285,FGF7,ENST00000560765,PTHR11486_SF20
ENSG00000140368,PSTPIP1,ENST00000560621,
ENSG00000140368,PSTPIP1,ENST00000558870,PTHR23065_SF3
ENSG00000140368,PSTPIP1,ENST00000560064,
ENSG00000140368,PSTPIP1,ENST00000559859,PTHR23065_SF3
ENSG00000140368,PSTPIP1,ENST00000560377,
ENSG00000140368,PSTPIP1,ENST00000559856,PTHR23065_SF3
ENSG00000140368,PSTPIP1,ENST00000379595,PTHR23065_SF3
ENSG00000140368,PSTPIP1,ENST00000557995,
ENSG00000140368,PSTPIP1,ENST00000559161,PTHR23065_SF3
ENSG00000140368,PSTPIP1,ENST00000559785,PTHR23065_SF3
ENSG00000140368,PSTPIP1,ENST00000558407,PTHR23065_SF3
ENSG00000140368,PSTPIP1,ENST00000559750,PTHR23065_SF3
ENSG00000140368,PSTPIP1,ENST00000559295,PTHR23065_SF3
ENSG00000140368,PSTPIP1,ENST00000558012,PTHR23065_SF3
ENSG00000140368,PSTPIP1,ENST00000561315,
ENSG00000140368,PSTPIP1,ENST00000559795,
ENSG00000140368,PSTPIP1,ENST00000560796,PTHR23065_SF3
ENSG00000140368,PSTPIP1,ENST00000560223,
ENSG00000140379,BCL2A1,ENST00000267953,PTHR11256
ENSG00000140379,BCL2A1,ENST00000335661,PTHR11256
ENSG00000140443,IGF1R,ENST00000557938,
ENSG00000140443,IGF1R,ENST00000649865,PTHR24416_SF106
ENSG00000140443,IGF1R,ENST00000560186,
ENSG00000140443,IGF1R,ENST00000560277,
ENSG00000140443,IGF1R,ENST00000560432,
ENSG00000140443,IGF1R,ENST00000558947,
ENSG00000140443,IGF1R,ENST00000560972,
ENSG00000140443,IGF1R,ENST00000560343,
ENSG00000140443,IGF1R,ENST00000558355,PTHR24416_SF106
ENSG00000140443,IGF1R,ENST00000557873,
ENSG00000140443,IGF1R,ENST00000559582,
ENSG00000140443,IGF1R,ENST00000558751,
ENSG00000140443,IGF1R,ENST00000559925,
ENSG00000140443,IGF1R,ENST00000560144,
ENSG00000140443,IGF1R,ENST00000561049,
ENSG00000140443,IGF1R,ENST00000650285,PTHR24416_SF106
ENSG00000140443,IGF1R,ENST00000558898,PTHR24416_SF106
ENSG00000140464,PML,ENST00000435786,PTHR24103_SF256
ENSG00000140464,PML,ENST00000565239,PTHR24103_SF256
ENSG00000140464,PML,ENST00000563500,PTHR24103_SF256
ENSG00000140464,PML,ENST00000268058,PTHR24103_SF256
ENSG00000140464,PML,ENST00000564428,PTHR24103_SF256
ENSG00000140464,PML,ENST00000562086,
ENSG00000140464,PML,ENST00000436891,PTHR24103_SF256
ENSG00000140464,PML,ENST00000567543,PTHR24103_SF256
ENSG00000140464,PML,ENST00000395135,PTHR24103_SF256
ENSG00000140464,PML,ENST00000359928,PTHR24103_SF256
ENSG00000140464,PML,ENST00000565317,
ENSG00000140464,PML,ENST00000570213,
ENSG00000140464,PML,ENST00000566068,
ENSG00000140464,PML,ENST00000564725,
ENSG00000140464,PML,ENST00000569965,PTHR24103_SF256
ENSG00000140464,PML,ENST00000565898,PTHR24103_SF256
ENSG00000140464,PML,ENST00000268059,PTHR24103_SF256
ENSG00000140464,PML,ENST00000354026,PTHR24103_SF256
ENSG00000140464,PML,ENST00000567606,PTHR24103_SF256
ENSG00000140464,PML,ENST00000569477,PTHR24103_SF256
ENSG00000140464,PML,ENST00000395132,PTHR24103_SF256
ENSG00000140464,PML,ENST00000569161,
ENSG00000140678,ITGAX,ENST00000562918,PTHR23220_SF76
ENSG00000140678,ITGAX,ENST00000562138,
ENSG00000140678,ITGAX,ENST00000571644,
ENSG00000140678,ITGAX,ENST00000567409,
ENSG00000140678,ITGAX,ENST00000268296,PTHR23220_SF17
ENSG00000140678,ITGAX,ENST00000562522,PTHR23220_SF17
ENSG00000140678,ITGAX,ENST00000564308,
ENSG00000140853,NLRC5,ENST00000539144,PTHR24106_SF69
ENSG00000140853,NLRC5,ENST00000545349,
ENSG00000140853,NLRC5,ENST00000543103,
ENSG00000140853,NLRC5,ENST00000535658,
ENSG00000140853,NLRC5,ENST00000538453,PTHR24106_SF69
ENSG00000140853,NLRC5,ENST00000536231,
ENSG00000140853,NLRC5,ENST00000534927,
ENSG00000140853,NLRC5,ENST00000540182,
ENSG00000140853,NLRC5,ENST00000543049,
ENSG00000140853,NLRC5,ENST00000535284,
ENSG00000140853,NLRC5,ENST00000537056,
ENSG00000140853,NLRC5,ENST00000534931,
ENSG00000140853,NLRC5,ENST00000538059,
ENSG00000140853,NLRC5,ENST00000545081,PTHR24106_SF69
ENSG00000140853,NLRC5,ENST00000538930,
ENSG00000140853,NLRC5,ENST00000541020,
ENSG00000140853,NLRC5,ENST00000262510,PTHR24106_SF69
ENSG00000140853,NLRC5,ENST00000544641,
ENSG00000140853,NLRC5,ENST00000544189,
ENSG00000140853,NLRC5,ENST00000539881,PTHR24106_SF69
ENSG00000140853,NLRC5,ENST00000543141,
ENSG00000140853,NLRC5,ENST00000543030,PTHR24106_SF69
ENSG00000140853,NLRC5,ENST00000538273,
ENSG00000140853,NLRC5,ENST00000543402,
ENSG00000140853,NLRC5,ENST00000436936,PTHR24106_SF69
ENSG00000140853,NLRC5,ENST00000399221,
ENSG00000140853,NLRC5,ENST00000538110,PTHR24106_SF69
ENSG00000140853,NLRC5,ENST00000538778,
ENSG00000140853,NLRC5,ENST00000538805,PTHR24106_SF69
ENSG00000140968,IRF8,ENST00000564803,PTHR11949_SF7
ENSG00000140968,IRF8,ENST00000562492,PTHR11949_SF7
ENSG00000140968,IRF8,ENST00000564617,PTHR11949_SF7
ENSG00000140968,IRF8,ENST00000563180,PTHR11949_SF7
ENSG00000140968,IRF8,ENST00000569145,
ENSG00000140968,IRF8,ENST00000569607,PTHR11949_SF7
ENSG00000140968,IRF8,ENST00000566369,PTHR11949_SF7
ENSG00000140968,IRF8,ENST00000570088,
ENSG00000140968,IRF8,ENST00000565552,PTHR11949_SF7
ENSG00000140968,IRF8,ENST00000268638,PTHR11949_SF7
ENSG00000140968,IRF8,ENST00000564056,
ENSG00000141448,GATA6,ENST00000581694,PTHR10071_SF23
ENSG00000141448,GATA6,ENST00000269216,PTHR10071_SF23
ENSG00000141480,ARRB2,ENST00000571428,PTHR11792
ENSG00000141480,ARRB2,ENST00000577054,
ENSG00000141480,ARRB2,ENST00000570718,
ENSG00000141480,ARRB2,ENST00000572782,
ENSG00000141480,ARRB2,ENST00000269260,PTHR11792
ENSG00000141480,ARRB2,ENST00000572457,PTHR11792
ENSG00000141480,ARRB2,ENST00000573886,
ENSG00000141480,ARRB2,ENST00000574502,
ENSG00000141480,ARRB2,ENST00000571206,PTHR11792
ENSG00000141480,ARRB2,ENST00000575877,PTHR11792
ENSG00000141480,ARRB2,ENST00000576235,PTHR11792
ENSG00000141480,ARRB2,ENST00000575131,
ENSG00000141480,ARRB2,ENST00000574954,PTHR11792
ENSG00000141480,ARRB2,ENST00000574888,
ENSG00000141480,ARRB2,ENST00000571791,
ENSG00000141480,ARRB2,ENST00000570739,
ENSG00000141480,ARRB2,ENST00000346341,PTHR11792
ENSG00000141480,ARRB2,ENST00000381488,PTHR11792
ENSG00000141480,ARRB2,ENST00000412477,PTHR11792
ENSG00000141480,ARRB2,ENST00000572497,
ENSG00000141510,TP53,ENST00000620739,PTHR11447
ENSG00000141510,TP53,ENST00000504290,PTHR11447
ENSG00000141510,TP53,ENST00000610623,PTHR11447
ENSG00000141510,TP53,ENST00000618944,PTHR11447
ENSG00000141510,TP53,ENST00000509690,PTHR11447
ENSG00000141510,TP53,ENST00000576024,
ENSG00000141510,TP53,ENST00000604348,PTHR11447
ENSG00000141510,TP53,ENST00000503591,
ENSG00000141510,TP53,ENST00000610292,PTHR11447
ENSG00000141510,TP53,ENST00000619485,PTHR11447
ENSG00000141510,TP53,ENST00000615910,PTHR11447
ENSG00000141510,TP53,ENST00000617185,PTHR11447
ENSG00000141510,TP53,ENST00000619186,PTHR11447
ENSG00000141510,TP53,ENST00000622645,PTHR11447
ENSG00000141510,TP53,ENST00000571370,
ENSG00000141510,TP53,ENST00000635293,PTHR11447
ENSG00000141510,TP53,ENST00000610538,PTHR11447
ENSG00000141510,TP53,ENST00000510385,PTHR11447
ENSG00000141510,TP53,ENST00000505014,
ENSG00000141510,TP53,ENST00000574684,
ENSG00000141510,TP53,ENST00000508793,PTHR11447
ENSG00000141510,TP53,ENST00000445888,PTHR11447
ENSG00000141510,TP53,ENST00000514944,PTHR11447
ENSG00000141510,TP53,ENST00000455263,PTHR11447
ENSG00000141510,TP53,ENST00000420246,PTHR11447
ENSG00000141510,TP53,ENST00000413465,PTHR11447
ENSG00000141510,TP53,ENST00000359597,PTHR11447
ENSG00000141510,TP53,ENST00000504937,PTHR11447
ENSG00000141510,TP53,ENST00000269305,PTHR11447
ENSG00000141569,TRIM65,ENST00000540128,PTHR24103_SF321
ENSG00000141569,TRIM65,ENST00000543309,PTHR24103_SF321
ENSG00000141569,TRIM65,ENST00000592642,
ENSG00000141569,TRIM65,ENST00000540812,
ENSG00000141569,TRIM65,ENST00000591668,PTHR24103_SF321
ENSG00000141569,TRIM65,ENST00000648382,
ENSG00000141569,TRIM65,ENST00000269383,PTHR24103_SF321
ENSG00000141682,PMAIP1,ENST00000590596,
ENSG00000141682,PMAIP1,ENST00000316660,PTHR14299
ENSG00000141682,PMAIP1,ENST00000269518,TF644221
ENSG00000141736,ERBB2,ENST00000583391,
ENSG00000141736,ERBB2,ENST00000578199,PTHR24416_SF137
ENSG00000141736,ERBB2,ENST00000578502,PTHR24416_SF137
ENSG00000141736,ERBB2,ENST00000578373,PTHR24416_SF137
ENSG00000141736,ERBB2,ENST00000445658,PTHR24416_SF137
ENSG00000141736,ERBB2,ENST00000578709,PTHR24416_SF137
ENSG00000141736,ERBB2,ENST00000541774,PTHR24416_SF137
ENSG00000141736,ERBB2,ENST00000584014,
ENSG00000141736,ERBB2,ENST00000584684,
ENSG00000141736,ERBB2,ENST00000584099,
ENSG00000141736,ERBB2,ENST00000578630,
ENSG00000141736,ERBB2,ENST00000584908,
ENSG00000141736,ERBB2,ENST00000406381,PTHR24416_SF137
ENSG00000141736,ERBB2,ENST00000584888,
ENSG00000141736,ERBB2,ENST00000269571,PTHR24416_SF137
ENSG00000141736,ERBB2,ENST00000582788,
ENSG00000141736,ERBB2,ENST00000583038,
ENSG00000141736,ERBB2,ENST00000580074,PTHR24416_SF137
ENSG00000141736,ERBB2,ENST00000582818,PTHR24416_SF137
ENSG00000141736,ERBB2,ENST00000584450,PTHR24416_SF137
ENSG00000141736,ERBB2,ENST00000584601,PTHR24416_SF137
ENSG00000141736,ERBB2,ENST00000582648,PTHR24416_SF137
ENSG00000141968,VAV1,ENST00000601452,
ENSG00000141968,VAV1,ENST00000599806,PTHR22826_SF112
ENSG00000141968,VAV1,ENST00000304076,PTHR22826_SF112
ENSG00000141968,VAV1,ENST00000539284,PTHR22826_SF112
ENSG00000141968,VAV1,ENST00000600396,
ENSG00000141968,VAV1,ENST00000597967,
ENSG00000141968,VAV1,ENST00000598270,
ENSG00000141968,VAV1,ENST00000602142,PTHR22826_SF112
ENSG00000141968,VAV1,ENST00000594082,
ENSG00000141968,VAV1,ENST00000596764,PTHR22826_SF112
ENSG00000142089,IFITM3,ENST00000399808,PTHR13999
ENSG00000142089,IFITM3,ENST00000526811,PTHR13999
ENSG00000142089,IFITM3,ENST00000602735,PTHR13999
ENSG00000142089,IFITM3,ENST00000531688,PTHR13999
ENSG00000142166,IFNAR1,ENST00000652654,
ENSG00000142166,IFNAR1,ENST00000270139,PTHR20859_SF45
ENSG00000142166,IFNAR1,ENST00000442071,
ENSG00000142166,IFNAR1,ENST00000652601,PTHR20859_SF9
ENSG00000142166,IFNAR1,ENST00000652450,PTHR20859_SF45
ENSG00000142166,IFNAR1,ENST00000652513,PTHR20859_SF45
ENSG00000142166,IFNAR1,ENST00000651609,
ENSG00000142192,APP,ENST00000354192,PTHR23103
ENSG00000142192,APP,ENST00000348990,PTHR23103
ENSG00000142192,APP,ENST00000448850,PTHR23103
ENSG00000142192,APP,ENST00000439274,PTHR23103
ENSG00000142192,APP,ENST00000463070,
ENSG00000142192,APP,ENST00000346798,PTHR23103
ENSG00000142192,APP,ENST00000357903,PTHR23103
ENSG00000142192,APP,ENST00000415997,PTHR23103
ENSG00000142192,APP,ENST00000548570,
ENSG00000142192,APP,ENST00000466453,
ENSG00000142192,APP,ENST00000359726,PTHR23103
ENSG00000142192,APP,ENST00000474136,
ENSG00000142192,APP,ENST00000440126,PTHR23103
ENSG00000142192,APP,ENST00000491395,
ENSG00000142192,APP,ENST00000462267,
ENSG00000142192,APP,ENST00000358918,PTHR23103
ENSG00000142192,APP,ENST00000464867,
ENSG00000142208,AKT1,ENST00000544168,
ENSG00000142208,AKT1,ENST00000554192,PTHR24352_SF30
ENSG00000142208,AKT1,ENST00000554581,PTHR24352_SF30
ENSG00000142208,AKT1,ENST00000610370,
ENSG00000142208,AKT1,ENST00000407796,PTHR24352_SF30
ENSG00000142208,AKT1,ENST00000554826,
ENSG00000142208,AKT1,ENST00000555926,PTHR24352_SF30
ENSG00000142208,AKT1,ENST00000649815,PTHR24352_SF30
ENSG00000142208,AKT1,ENST00000557494,
ENSG00000142208,AKT1,ENST00000553797,
ENSG00000142208,AKT1,ENST00000555380,
ENSG00000142208,AKT1,ENST00000555458,PTHR24352_SF30
ENSG00000142208,AKT1,ENST00000553506,
ENSG00000142208,AKT1,ENST00000554585,PTHR24352_SF30
ENSG00000142208,AKT1,ENST00000554848,PTHR24352_SF30
ENSG00000142208,AKT1,ENST00000557552,
ENSG00000142208,AKT1,ENST00000556836,
ENSG00000142208,AKT1,ENST00000402615,PTHR24352_SF30
ENSG00000142208,AKT1,ENST00000349310,PTHR24352_SF30
ENSG00000142208,AKT1,ENST00000555528,PTHR24352_SF30
ENSG00000142224,IL19,ENST00000476097,
ENSG00000142224,IL19,ENST00000659997,PTHR11585
ENSG00000142224,IL19,ENST00000662320,
ENSG00000142224,IL19,ENST00000620365,PTHR11585
ENSG00000142224,IL19,ENST00000340758,PTHR11585
ENSG00000142224,IL19,ENST00000656872,PTHR11585
ENSG00000142224,IL19,ENST00000270218,PTHR11585
ENSG00000142405,NLRP12,ENST00000391773,PTHR24106_SF6
ENSG00000142405,NLRP12,ENST00000492915,
ENSG00000142405,NLRP12,ENST00000324134,PTHR24106_SF6
ENSG00000142405,NLRP12,ENST00000391772,PTHR24106_SF6
ENSG00000142405,NLRP12,ENST00000345770,PTHR24106_SF6
ENSG00000142405,NLRP12,ENST00000391775,PTHR24106_SF6
ENSG00000142512,SIGLEC10,ENST00000357375,
ENSG00000142512,SIGLEC10,ENST00000529627,PTHR12035
ENSG00000142512,SIGLEC10,ENST00000442846,PTHR12035
ENSG00000142512,SIGLEC10,ENST00000525998,PTHR12035
ENSG00000142512,SIGLEC10,ENST00000339313,PTHR12035
ENSG00000142512,SIGLEC10,ENST00000441969,PTHR12035
ENSG00000142512,SIGLEC10,ENST00000439889,PTHR12035
ENSG00000142512,SIGLEC10,ENST00000524527,
ENSG00000142512,SIGLEC10,ENST00000436984,PTHR12035
ENSG00000142512,SIGLEC10,ENST00000353836,PTHR12035
ENSG00000142512,SIGLEC10,ENST00000530476,PTHR12035
ENSG00000142867,BCL10,ENST00000620248,TF601626
ENSG00000142867,BCL10,ENST00000649060,
