query,hit identifier,gene,transcript,ensembl,length,bits,identities,percent_identity,e value,ensemblfamily,subfamily
TTRE_0000099801-mRNA-1 transcript=TTRE_0000099801-mRNA-1 gene=TTRE_0000099801,gnl|BL_ORD_ID|15507 ENSG00000085978|ATG16L1|ENST00000347464|PTHR19878,ATG16L1,ENST00000347464,ENSG00000085978,445,256.529,131,29.43820225,4.26E-79,PTHR19878,
TTRE_0000641801-mRNA-1 transcript=TTRE_0000641801-mRNA-1 gene=TTRE_0000641801,gnl|BL_ORD_ID|118565 ENSG00000186298|PPP1CC|ENST00000335007|PTHR11668_SF207,PPP1CC,ENST00000335007,ENSG00000186298,324,244.973,131,40.43209877,1.39E-78,PTHR11668,SF207
TTRE_0000525701-mRNA-1 transcript=TTRE_0000525701-mRNA-1 gene=TTRE_0000525701,gnl|BL_ORD_ID|17840 ENSG00000144381|HSPD1|ENST00000430176|PTHR11353_SF75,HSPD1,ENST00000430176,ENSG00000144381,234,248.054,117,50,1.55E-78,PTHR11353,SF75
TTRE_0000717401-mRNA-1 transcript=TTRE_0000717401-mRNA-1 gene=TTRE_0000717401,gnl|BL_ORD_ID|89029 ENSG00000164733|CTSB|ENST00000533455|PTHR12411_SF285,CTSB,ENST00000533455,ENSG00000164733,340,245.358,137,40.29411765,2.32E-78,PTHR12411,SF285
TTRE_0000190701-mRNA-1 transcript=TTRE_0000190701-mRNA-1 gene=TTRE_0000190701,gnl|BL_ORD_ID|77029 ENSG00000196262|PPIA|ENST00000468812|PTHR11071_SF237,PPIA,ENST00000468812,ENSG00000196262,166,228.794,112,67.46987952,2.79E-77,PTHR11071,SF237
TTRE_0000644501-mRNA-1 transcript=TTRE_0000644501-mRNA-1 gene=TTRE_0000644501,gnl|BL_ORD_ID|124048 ENSG00000111087|GLI1|ENST00000543426|PTHR19818_SF2,GLI1,ENST00000543426,ENSG00000111087,979,256.529,117,11.95097038,4.73E-77,PTHR19818,SF2
TTRE_0000218901-mRNA-1 transcript=TTRE_0000218901-mRNA-1 gene=TTRE_0000218901,gnl|BL_ORD_ID|89029 ENSG00000164733|CTSB|ENST00000533455|PTHR12411_SF285,CTSB,ENST00000533455,ENSG00000164733,340,236.113,131,38.52941176,6.85E-75,PTHR12411,SF285
TTRE_0000297701-mRNA-1 transcript=TTRE_0000297701-mRNA-1 gene=TTRE_0000297701,gnl|BL_ORD_ID|25469 ENSG00000114316|USP4|ENST00000351842|PTHR24006_SF360,USP4,ENST00000351842,ENSG00000114316,917,247.284,118,12.86804798,7.77E-74,PTHR24006,SF360
TTRE_0000180301-mRNA-1 transcript=TTRE_0000180301-mRNA-1 gene=TTRE_0000180301,gnl|BL_ORD_ID|192318 ENSG00000160014|CALM3|ENST00000596362|PTHR23050_SF155,CALM3,ENST00000596362,ENSG00000160014,150,219.935,105,70,9.87E-74,PTHR23050,SF155
TTRE_0000111801-mRNA-1 transcript=TTRE_0000111801-mRNA-1 gene=TTRE_0000111801,gnl|BL_ORD_ID|102915 ENSG00000066468|FGFR2|ENST00000478859|PTHR24416_SF130,FGFR2,ENST00000478859,ENSG00000066468,594,246.128,145,24.41077441,2.37E-73,PTHR24416,SF130
TTRE_0000746801-mRNA-1 transcript=TTRE_0000746801-mRNA-1 gene=TTRE_0000746801,gnl|BL_ORD_ID|89029 ENSG00000164733|CTSB|ENST00000533455|PTHR12411_SF285,CTSB,ENST00000533455,ENSG00000164733,340,232.261,138,40.58823529,2.43E-73,PTHR12411,SF285
TTRE_0000139101-mRNA-1 transcript=TTRE_0000139101-mRNA-1 gene=TTRE_0000139101,gnl|BL_ORD_ID|134765 ENSG00000129514|FOXA1|ENST00000250448|PTHR11829_SF132,FOXA1,ENST00000250448,ENSG00000129514,473,241.891,125,26.42706131,7.80E-73,PTHR11829,SF132
TTRE_0000370001-mRNA-1 transcript=TTRE_0000370001-mRNA-1 gene=TTRE_0000370001,gnl|BL_ORD_ID|192318 ENSG00000160014|CALM3|ENST00000596362|PTHR23050_SF155,CALM3,ENST00000596362,ENSG00000160014,150,214.542,104,69.33333333,2.84E-71,PTHR23050,SF155
TTRE_0000231601-mRNA-1 transcript=TTRE_0000231601-mRNA-1 gene=TTRE_0000231601,gnl|BL_ORD_ID|1573 ENSG00000092847|AGO1|ENST00000373204|PTHR22891_SF17,AGO1,ENST00000373204,ENSG00000092847,858,251.906,221,25.75757576,1.13E-70,PTHR22891,SF17
TTRE_0000483101-mRNA-1 transcript=TTRE_0000483101-mRNA-1 gene=TTRE_0000483101,gnl|BL_ORD_ID|7549 ENSG00000070831|CDC42|ENST00000662562|PTHR24072_SF129,CDC42,ENST00000662562,ENSG00000070831,192,218.779,101,52.60416667,1.23E-70,PTHR24072,SF129
TTRE_0000354301-mRNA-1 transcript=TTRE_0000354301-mRNA-1 gene=TTRE_0000354301,gnl|BL_ORD_ID|60100 ENSG00000170542|SERPINB9|ENST00000380698|PTHR11461_SF67,SERPINB9,ENST00000380698,ENSG00000170542,377,223.016,136,36.07427056,4.12E-69,PTHR11461,SF67
TTRE_0000665601-mRNA-1 transcript=TTRE_0000665601-mRNA-1 gene=TTRE_0000665601,gnl|BL_ORD_ID|120344 ENSG00000123358|NR4A1|ENST00000394824|PTHR24085,NR4A1,ENST00000394824,ENSG00000123358,599,226.868,117,19.53255426,1.12E-68,PTHR24085,
TTRE_0000150501-mRNA-1 transcript=TTRE_0000150501-mRNA-1 gene=TTRE_0000150501,gnl|BL_ORD_ID|48448 ENSG00000145675|PIK3R1|ENST00000320694|PTHR10155_SF3,PIK3R1,ENST00000320694,ENSG00000145675,425,227.254,133,31.29411765,6.36E-68,PTHR10155,SF3
TTRE_0000086801-mRNA-1 transcript=TTRE_0000086801-mRNA-1 gene=TTRE_0000086801,gnl|BL_ORD_ID|97090 ENSG00000107485|GATA3|ENST00000346208|PTHR10071_SF106,GATA3,ENST00000346208,ENSG00000107485,444,218.394,99,22.2972973,6.86E-68,PTHR10071,SF106
TTRE_0000384801-mRNA-1 transcript=TTRE_0000384801-mRNA-1 gene=TTRE_0000384801,gnl|BL_ORD_ID|61868 ENSG00000112146|FBXO9|ENST00000370939|PTHR12874,FBXO9,ENST00000370939,ENSG00000112146,404,222.631,134,33.16831683,9.01E-68,PTHR12874,
TTRE_0000661001-mRNA-1 transcript=TTRE_0000661001-mRNA-1 gene=TTRE_0000661001,gnl|BL_ORD_ID|192318 ENSG00000160014|CALM3|ENST00000596362|PTHR23050_SF155,CALM3,ENST00000596362,ENSG00000160014,150,203.756,97,64.66666667,9.33E-68,PTHR23050,SF155
TTRE_0000963701-mRNA-1 transcript=TTRE_0000963701-mRNA-1 gene=TTRE_0000963701,gnl|BL_ORD_ID|172597 ENSG00000108984|MAP2K6|ENST00000589647|PTHR24361_SF40,MAP2K6,ENST00000589647,ENSG00000108984,279,206.453,91,32.61648746,4.59E-67,PTHR24361,SF40
TTRE_0000048301-mRNA-1 transcript=TTRE_0000048301-mRNA-1 gene=TTRE_0000048301,gnl|BL_ORD_ID|70383 ENSG00000198898|CAPZA2|ENST00000361183|PTHR10653,CAPZA2,ENST00000361183,ENSG00000198898,287,209.92,107,37.28222997,1.86E-66,PTHR10653,
TTRE_0000683501-mRNA-1 transcript=TTRE_0000683501-mRNA-1 gene=TTRE_0000683501,gnl|BL_ORD_ID|117924 ENSG00000111229|ARPC3|ENST00000228825|PTHR12391,ARPC3,ENST00000228825,ENSG00000111229,179,199.519,95,53.0726257,7.72E-66,PTHR12391,
TTRE_0000889301-mRNA-1 transcript=TTRE_0000889301-mRNA-1 gene=TTRE_0000889301,gnl|BL_ORD_ID|128130 ENSG00000186298|PPP1CC|ENST00000551676|PTHR11668_SF207,PPP1CC,ENST00000551676,ENSG00000186298,271,203.756,95,35.05535055,5.76E-65,PTHR11668,SF207
TTRE_0000409901-mRNA-1 transcript=TTRE_0000409901-mRNA-1 gene=TTRE_0000409901,gnl|BL_ORD_ID|82672 ENSG00000121022|COPS5|ENST00000518747|PTHR10410_SF6,COPS5,ENST00000518747,ENSG00000121022,151,203.371,102,67.54966887,7.91E-65,PTHR10410,SF6
TTRE_0000140801-mRNA-1 transcript=TTRE_0000140801-mRNA-1 gene=TTRE_0000140801,gnl|BL_ORD_ID|106340 ENSG00000177830|CHID1|ENST00000429789|PTHR11177_SF135,CHID1,ENST00000429789,ENSG00000177830,363,209.534,113,31.12947658,1.20E-64,PTHR11177,SF135
TTRE_0000141301-mRNA-1 transcript=TTRE_0000141301-mRNA-1 gene=TTRE_0000141301,gnl|BL_ORD_ID|89029 ENSG00000164733|CTSB|ENST00000533455|PTHR12411_SF285,CTSB,ENST00000533455,ENSG00000164733,340,223.402,123,36.17647059,1.60E-64,PTHR12411,SF285
TTRE_0000799901-mRNA-1 transcript=TTRE_0000799901-mRNA-1 gene=TTRE_0000799901,gnl|BL_ORD_ID|151906 ENSG00000178952|TUFM|ENST00000313511|PTHR23115_SF112,TUFM,ENST00000313511,ENSG00000178952,456,207.608,97,21.27192982,1.85E-64,PTHR23115,SF112
TTRE_0000179201-mRNA-1 transcript=TTRE_0000179201-mRNA-1 gene=TTRE_0000179201,gnl|BL_ORD_ID|102 ENSG00000134245|WNT2B|ENST00000256640|PTHR12027_SF93,WNT2B,ENST00000256640,ENSG00000134245,300,211.46,104,34.66666667,3.67E-64,PTHR12027,SF93
TTRE_0000051201-mRNA-1 transcript=TTRE_0000051201-mRNA-1 gene=TTRE_0000051201,gnl|BL_ORD_ID|124883 ENSG00000139318|DUSP6|ENST00000547291|PTHR10159_SF45,DUSP6,ENST00000547291,ENSG00000139318,257,209.149,94,36.57587549,8.14E-64,PTHR10159,SF45
TTRE_0000370501-mRNA-1 transcript=TTRE_0000370501-mRNA-1 gene=TTRE_0000370501,gnl|BL_ORD_ID|97717 ENSG00000171862|PTEN|ENST00000371953|PTHR12305_SF32,PTEN,ENST00000371953,ENSG00000171862,404,201.445,97,24.00990099,1.79E-63,PTHR12305,SF32
TTRE_0000718101-mRNA-1 transcript=TTRE_0000718101-mRNA-1 gene=TTRE_0000718101,gnl|BL_ORD_ID|59308 ENSG00000057663|ATG5|ENST00000369076|PTHR13040,ATG5,ENST00000369076,ENSG00000057663,276,201.445,107,38.76811594,2.40E-63,PTHR13040,
TTRE_0000025901-mRNA-1 transcript=TTRE_0000025901-mRNA-1 gene=TTRE_0000025901,gnl|BL_ORD_ID|117385 ENSG00000134954|ETS1|ENST00000535549|PTHR11849_SF46,ETS1,ENST00000535549,ENSG00000134954,226,209.149,104,46.01769912,2.45E-63,PTHR11849,SF46
TTRE_0000384001-mRNA-1 transcript=TTRE_0000384001-mRNA-1 gene=TTRE_0000384001,gnl|BL_ORD_ID|7793 ENSG00000154342|WNT3A|ENST00000284523|PTHR12027_SF88,WNT3A,ENST00000284523,ENSG00000154342,353,205.682,115,32.57790368,2.74E-63,PTHR12027,SF88
TTRE_0000135901-mRNA-1 transcript=TTRE_0000135901-mRNA-1 gene=TTRE_0000135901,gnl|BL_ORD_ID|186398 ENSG00000127445|PIN1|ENST00000588695|PTHR10657_SF4,PIN1,ENST00000588695,ENSG00000127445,164,192.971,92,56.09756098,5.51E-63,PTHR10657,SF4
TTRE_0000201401-mRNA-1 transcript=TTRE_0000201401-mRNA-1 gene=TTRE_0000201401,gnl|BL_ORD_ID|89228 ENSG00000135018|UBQLN1|ENST00000257468|PTHR10677_SF16,UBQLN1,ENST00000257468,ENSG00000135018,562,220.705,170,30.24911032,1.08E-62,PTHR10677,SF16
TTRE_0000182901-mRNA-1 transcript=TTRE_0000182901-mRNA-1 gene=TTRE_0000182901,gnl|BL_ORD_ID|162796 ENSG00000167193|CRK|ENST00000300574|PTHR19969,CRK,ENST00000300574,ENSG00000167193,305,200.675,124,40.6557377,2.06E-62,PTHR19969,
TTRE_0000295101-mRNA-1 transcript=TTRE_0000295101-mRNA-1 gene=TTRE_0000295101,gnl|BL_ORD_ID|194103 ENSG00000244687|UBE2V1|ENST00000371674|PTHR24067_SF75,UBE2V1,ENST00000371674,ENSG00000244687,148,189.889,88,59.45945946,2.18E-62,PTHR24067,SF75
TTRE_0000439401-mRNA-1 transcript=TTRE_0000439401-mRNA-1 gene=TTRE_0000439401,gnl|BL_ORD_ID|61178 ENSG00000196591|HDAC2|ENST00000425835|PTHR10625_SF60,HDAC2,ENST00000425835,ENSG00000196591,162,189.504,77,47.5308642,2.76E-62,PTHR10625,SF60
TTRE_0000670401-mRNA-1 transcript=TTRE_0000670401-mRNA-1 gene=TTRE_0000670401,gnl|BL_ORD_ID|118401 ENSG00000111266|DUSP16|ENST00000298573|PTHR10159_SF37,DUSP16,ENST00000298573,ENSG00000111266,666,211.46,122,18.31831832,6.91E-62,PTHR10159,SF37
TTRE_0000823701-mRNA-1 transcript=TTRE_0000823701-mRNA-1 gene=TTRE_0000823701,gnl|BL_ORD_ID|14547 ENSG00000075884|ARHGAP15|ENST00000295095|PTHR23181,ARHGAP15,ENST00000295095,ENSG00000075884,476,218.009,148,31.09243697,9.91E-62,PTHR23181,
TTRE_0000378801-mRNA-1 transcript=TTRE_0000378801-mRNA-1 gene=TTRE_0000378801,gnl|BL_ORD_ID|156871 ENSG00000083799|CYLD|ENST00000568704|PTHR11830_SF3,CYLD,ENST00000568704,ENSG00000083799,772,212.616,141,18.2642487,2.49E-61,PTHR11830,SF3
718seq,gnl|BL_ORD_ID|52054 ENSG00000081189|MEF2C|ENST00000507984|PTHR11945_SF145,MEF2C,ENST00000507984,ENSG00000081189,120,191.43,91,75.83333333,3.56E-61,PTHR11945,SF145
TTRE_0000756301-mRNA-1 transcript=TTRE_0000756301-mRNA-1 gene=TTRE_0000756301,gnl|BL_ORD_ID|156649 ENSG00000102879|CORO1A|ENST00000569970|PTHR10856_SF18,CORO1A,ENST00000569970,ENSG00000102879,165,187.193,86,52.12121212,3.80E-61,PTHR10856,SF18
TTRE_0000218601-mRNA-1 transcript=TTRE_0000218601-mRNA-1 gene=TTRE_0000218601,gnl|BL_ORD_ID|118298 ENSG00000129315|CCNT1|ENST00000261900|PTHR10026_SF42,CCNT1,ENST00000261900,ENSG00000129315,727,219.164,159,21.87070151,5.22E-61,PTHR10026,SF42
TTRE_0000252901-mRNA-1 transcript=TTRE_0000252901-mRNA-1 gene=TTRE_0000252901,gnl|BL_ORD_ID|28176 ENSG00000176095|IP6K1|ENST00000460540|PTHR12400_SF50,IP6K1,ENST00000460540,ENSG00000176095,277,193.741,106,38.26714801,1.23E-60,PTHR12400,SF50
TTRE_0000669701-mRNA-1 transcript=TTRE_0000669701-mRNA-1 gene=TTRE_0000669701,gnl|BL_ORD_ID|87323 ENSG00000131203|IDO1|ENST00000522495|TF601239,IDO1,ENST00000522495,ENSG00000131203,404,200.675,131,32.42574257,8.57E-60,PTHR28657,SF2
TTRE_0000740101-mRNA-1 transcript=TTRE_0000740101-mRNA-1 gene=TTRE_0000740101,gnl|BL_ORD_ID|194812 ENSG00000132664|POLR3F|ENST00000377603|PTHR12780,POLR3F,ENST00000377603,ENSG00000132664,317,194.126,99,31.23028391,1.09E-59,PTHR12780,
TTRE_0000867501-mRNA-1 transcript=TTRE_0000867501-mRNA-1 gene=TTRE_0000867501,gnl|BL_ORD_ID|152364 ENSG00000187555|USP7|ENST00000381886|PTHR24006_SF89,USP7,ENST00000381886,ENSG00000187555,1087,206.453,111,10.21159154,2.07E-59,PTHR24006,SF89
TTRE_0000890601-mRNA-1 transcript=TTRE_0000890601-mRNA-1 gene=TTRE_0000890601,gnl|BL_ORD_ID|181426 ENSG00000179262|RAD23A|ENST00000316856|PTHR10621,RAD23A,ENST00000316856,ENSG00000179262,363,196.823,144,39.66942149,2.28E-59,PTHR10621,
TTRE_0000208901-mRNA-1 transcript=TTRE_0000208901-mRNA-1 gene=TTRE_0000208901,gnl|BL_ORD_ID|80975 ENSG00000077782|FGFR1|ENST00000397103|PTHR24416_SF131,FGFR1,ENST00000397103,ENSG00000077782,734,214.927,119,16.21253406,4.94E-59,PTHR24416,SF131
TTRE_0000521201-mRNA-1 transcript=TTRE_0000521201-mRNA-1 gene=TTRE_0000521201,gnl|BL_ORD_ID|60964 ENSG00000118689|FOXO3|ENST00000406360|PTHR11829_SF129,FOXO3,ENST00000406360,ENSG00000118689,674,210.305,121,17.95252226,7.18E-59,PTHR11829,SF129
TTRE_0000491601-mRNA-1 transcript=TTRE_0000491601-mRNA-1 gene=TTRE_0000491601,gnl|BL_ORD_ID|105505 ENSG00000151702|FLI1|ENST00000344954|PTHR11849_SF180,FLI1,ENST00000344954,ENSG00000151702,260,186.037,93,35.76923077,1.25E-58,PTHR11849,SF180
TTRE_0000976201-mRNA-1 transcript=TTRE_0000976201-mRNA-1 gene=TTRE_0000976201,gnl|BL_ORD_ID|55 ENSG00000126070|AGO3|ENST00000246314|PTHR22891_SF3,AGO3,ENST00000246314,ENSG00000126070,627,192.971,93,14.83253589,4.28E-58,PTHR22891,SF3
TTRE_0000432801-mRNA-1 transcript=TTRE_0000432801-mRNA-1 gene=TTRE_0000432801,gnl|BL_ORD_ID|107957 ENSG00000078902|TOLLIP|ENST00000527886|PTHR16461_SF5,TOLLIP,ENST00000527886,ENSG00000078902,206,184.496,91,44.17475728,9.16E-58,PTHR16461,SF5
TTRE_0000975001-mRNA-1 transcript=TTRE_0000975001-mRNA-1 gene=TTRE_0000975001,gnl|BL_ORD_ID|172597 ENSG00000108984|MAP2K6|ENST00000589647|PTHR24361_SF40,MAP2K6,ENST00000589647,ENSG00000108984,279,181.03,78,27.95698925,1.27E-57,PTHR24361,SF40
TTRE_0000625301-mRNA-1 transcript=TTRE_0000625301-mRNA-1 gene=TTRE_0000625301,gnl|BL_ORD_ID|166941 ENSG00000167693|NXN|ENST00000575801|PTHR13871_SF35,NXN,ENST00000575801,ENSG00000167693,328,192.971,104,31.70731707,3.58E-57,PTHR13871,SF35
TTRE_0000246301-mRNA-1 transcript=TTRE_0000246301-mRNA-1 gene=TTRE_0000246301,gnl|BL_ORD_ID|67292 ENSG00000171453|POLR1C|ENST00000646188|PTHR11800,POLR1C,ENST00000646188,ENSG00000171453,292,185.652,107,36.64383562,1.25E-56,PTHR11800,
TTRE_0000663301-mRNA-1 transcript=TTRE_0000663301-mRNA-1 gene=TTRE_0000663301,gnl|BL_ORD_ID|105505 ENSG00000151702|FLI1|ENST00000344954|PTHR11849_SF180,FLI1,ENST00000344954,ENSG00000151702,260,181.03,86,33.07692308,2.63E-56,PTHR11849,SF180
TTRE_0000978201-mRNA-1 transcript=TTRE_0000978201-mRNA-1 gene=TTRE_0000978201,gnl|BL_ORD_ID|109393 ENSG00000174516|PELI3|ENST00000526296|PTHR12098,PELI3,ENST00000526296,ENSG00000174516,255,179.489,96,37.64705882,3.33E-56,PTHR12098,
TTRE_0000132501-mRNA-1 transcript=TTRE_0000132501-mRNA-1 gene=TTRE_0000132501,gnl|BL_ORD_ID|169230 ENSG00000126561|STAT5A|ENST00000546010|PTHR11801,STAT5A,ENST00000546010,ENSG00000126561,765,205.297,177,23.1372549,5.55E-56,PTHR11801,
TTRE_0000564301-mRNA-1 transcript=TTRE_0000564301-mRNA-1 gene=TTRE_0000564301,gnl|BL_ORD_ID|183588 ENSG00000068903|SIRT2|ENST00000392081|PTHR11085_SF3,SIRT2,ENST00000392081,ENSG00000068903,353,186.037,106,30.02832861,8.97E-56,PTHR11085,SF3
TTRE_0000156801-mRNA-1 transcript=TTRE_0000156801-mRNA-1 gene=TTRE_0000156801,gnl|BL_ORD_ID|147103 ENSG00000068305|MEF2A|ENST00000560493|PTHR11945_SF145,MEF2A,ENST00000560493,ENSG00000068305,85,173.711,82,96.47058824,2.07E-55,PTHR11945,SF145
TTRE_0000588701-mRNA-1 transcript=TTRE_0000588701-mRNA-1 gene=TTRE_0000588701,gnl|BL_ORD_ID|175914 ENSG00000175354|PTPN2|ENST00000353319|PTHR19134_SF200,PTPN2,ENST00000353319,ENSG00000175354,354,185.267,100,28.24858757,4.31E-55,PTHR19134,SF200
TTRE_0000567101-mRNA-1 transcript=TTRE_0000567101-mRNA-1 gene=TTRE_0000567101,gnl|BL_ORD_ID|101046 ENSG00000148498|PARD3|ENST00000544292|PTHR16484,PARD3,ENST00000544292,ENSG00000148498,748,193.741,117,15.64171123,5.10E-55,PTHR16484,
TTRE_0000279101-mRNA-1 transcript=TTRE_0000279101-mRNA-1 gene=TTRE_0000279101,gnl|BL_ORD_ID|60100 ENSG00000170542|SERPINB9|ENST00000380698|PTHR11461_SF67,SERPINB9,ENST00000380698,ENSG00000170542,377,181.8,101,26.79045093,7.14E-55,PTHR11461,SF67
TTRE_0000511701-mRNA-1 transcript=TTRE_0000511701-mRNA-1 gene=TTRE_0000511701,gnl|BL_ORD_ID|86680 ENSG00000164754|RAD21|ENST00000522699|PTHR12585_SF20,RAD21,ENST00000522699,ENSG00000164754,120,170.629,80,66.66666667,4.58E-54,PTHR12585,SF20
TTRE_0000065801-mRNA-1 transcript=TTRE_0000065801-mRNA-1 gene=TTRE_0000065801,gnl|BL_ORD_ID|85511 ENSG00000104343|UBE2W|ENST00000602593|PTHR24067_SF35,UBE2W,ENST00000602593,ENSG00000104343,152,168.318,81,53.28947368,1.13E-53,PTHR24067,SF35
TTRE_0000367401-mRNA-1 transcript=TTRE_0000367401-mRNA-1 gene=TTRE_0000367401,gnl|BL_ORD_ID|176291 ENSG00000134759|ELP2|ENST00000423854|PTHR13729,ELP2,ENST00000423854,ENSG00000134759,757,185.267,117,15.45574637,1.31E-52,PTHR13729,
TTRE_0000960301-mRNA-1 transcript=TTRE_0000960301-mRNA-1 gene=TTRE_0000960301,gnl|BL_ORD_ID|60100 ENSG00000170542|SERPINB9|ENST00000380698|PTHR11461_SF67,SERPINB9,ENST00000380698,ENSG00000170542,377,177.948,94,24.933687,1.52E-52,PTHR11461,SF67
TTRE_0000128601-mRNA-1 transcript=TTRE_0000128601-mRNA-1 gene=TTRE_0000128601,gnl|BL_ORD_ID|192318 ENSG00000160014|CALM3|ENST00000596362|PTHR23050_SF155,CALM3,ENST00000596362,ENSG00000160014,150,164.466,81,54,2.06E-52,PTHR23050,SF155
TTRE_0000058901-mRNA-1 transcript=TTRE_0000058901-mRNA-1 gene=TTRE_0000058901,gnl|BL_ORD_ID|191879 ENSG00000105372|RPS19|ENST00000600467|PTHR11710_SF1,RPS19,ENST00000600467,ENSG00000105372,146,162.925,76,52.05479452,8.43E-52,PTHR11710,SF1
TTRE_0000021501-mRNA-1 transcript=TTRE_0000021501-mRNA-1 gene=TTRE_0000021501,gnl|BL_ORD_ID|43848 ENSG00000145386|CCNA2|ENST00000618014|PTHR10177_SF69,CCNA2,ENST00000618014,ENSG00000145386,433,177.948,98,22.63279446,2.07E-51,PTHR10177,SF69
TTRE_0000388101-mRNA-1 transcript=TTRE_0000388101-mRNA-1 gene=TTRE_0000388101,gnl|BL_ORD_ID|203382 ENSG00000100413|POLR3H|ENST00000407461|PTHR12709_SF1,POLR3H,ENST00000407461,ENSG00000100413,205,165.622,79,38.53658537,3.04E-51,PTHR12709,SF1
TTRE_0000096601-mRNA-1 transcript=TTRE_0000096601-mRNA-1 gene=TTRE_0000096601,gnl|BL_ORD_ID|87355 ENSG00000154582|ELOC|ENST00000522337|PTHR20648_SF0,ELOC,ENST00000522337,ENSG00000154582,113,158.688,71,62.83185841,3.20E-51,PTHR20648,SF0
TTRE_0000769401-mRNA-1 transcript=TTRE_0000769401-mRNA-1 gene=TTRE_0000769401,gnl|BL_ORD_ID|7853 ENSG00000116584|ARHGEF2|ENST00000313667|PTHR22825_SF14,ARHGEF2,ENST00000313667,ENSG00000116584,986,197.593,160,16.22718053,4.83E-51,PTHR22825,SF14
TTRE_0000149701-mRNA-1 transcript=TTRE_0000149701-mRNA-1 gene=TTRE_0000149701,gnl|BL_ORD_ID|171032 ENSG00000073584|SMARCE1|ENST00000644527|PTHR13711_SF150,SMARCE1,ENST00000644527,ENSG00000073584,336,176.407,100,29.76190476,5.79E-51,PTHR13711,SF150
TTRE_0000338001-mRNA-1 transcript=TTRE_0000338001-mRNA-1 gene=TTRE_0000338001,gnl|BL_ORD_ID|192084 ENSG00000104824|HNRNPL|ENST00000600873|PTHR11546,HNRNPL,ENST00000600873,ENSG00000104824,457,185.267,101,22.10065646,1.15E-49,PTHR11546,
TTRE_0000686101-mRNA-1 transcript=TTRE_0000686101-mRNA-1 gene=TTRE_0000686101,gnl|BL_ORD_ID|41580 ENSG00000151247|EIF4E|ENST00000450253|PTHR11960_SF14,EIF4E,ENST00000450253,ENSG00000151247,218,161.384,76,34.86238532,1.47E-49,PTHR11960,SF14
TTRE_0000982401-mRNA-1 transcript=TTRE_0000982401-mRNA-1 gene=TTRE_0000982401,gnl|BL_ORD_ID|83273 ENSG00000123908|AGO2|ENST00000519980|PTHR22891_SF18,AGO2,ENST00000519980,ENSG00000123908,826,177.563,138,16.70702179,3.33E-48,PTHR22891,SF18
TTRE_0000219201-mRNA-1 transcript=TTRE_0000219201-mRNA-1 gene=TTRE_0000219201,gnl|BL_ORD_ID|169762 ENSG00000172057|ORMDL3|ENST00000579695|PTHR12665,ORMDL3,ENST00000579695,ENSG00000172057,154,152.91,71,46.1038961,5.71E-48,PTHR12665,
TTRE_0000929401-mRNA-1 transcript=TTRE_0000929401-mRNA-1 gene=TTRE_0000929401,gnl|BL_ORD_ID|16568 ENSG00000198925|ATG9A|ENST00000429920|PTHR13038,ATG9A,ENST00000429920,ENSG00000198925,244,160.229,79,32.37704918,2.00E-47,PTHR13038,
TTRE_0000031701-mRNA-1 transcript=TTRE_0000031701-mRNA-1 gene=TTRE_0000031701,gnl|BL_ORD_ID|208982 ENSG00000068308|OTUD5|ENST00000428668|PTHR12419_SF4,OTUD5,ENST00000428668,ENSG00000068308,350,157.532,78,22.28571429,3.82E-47,PTHR12419,SF4
TTRE_0000048201-mRNA-1 transcript=TTRE_0000048201-mRNA-1 gene=TTRE_0000048201,gnl|BL_ORD_ID|130475 ENSG00000151491|EPS8|ENST00000647087|PTHR12287_SF21,EPS8,ENST00000647087,ENSG00000151491,823,181.03,172,20.89914945,1.66E-46,PTHR12287,SF21
TTRE_0000322101-mRNA-1 transcript=TTRE_0000322101-mRNA-1 gene=TTRE_0000322101,gnl|BL_ORD_ID|207878 ENSG00000184216|IRAK1|ENST00000369974|PTHR24419_SF1,IRAK1,ENST00000369974,ENSG00000184216,634,167.548,90,14.1955836,3.90E-46,PTHR24419,SF1
560seq,gnl|BL_ORD_ID|48710 ENSG00000164327|RICTOR|ENST00000357387|PTHR13298,RICTOR,ENST00000357387,ENSG00000164327,1709,180.644,191,11.17612639,4.00E-46,PTHR13298,
TTRE_0000850901-mRNA-1 transcript=TTRE_0000850901-mRNA-1 gene=TTRE_0000850901,gnl|BL_ORD_ID|203177 ENSG00000184381|PLA2G6|ENST00000402064|PTHR24139_SF27,PLA2G6,ENST00000402064,ENSG00000184381,753,167.548,111,14.74103586,8.58E-46,PTHR24139,SF27
TTRE_0000221401-mRNA-1 transcript=TTRE_0000221401-mRNA-1 gene=TTRE_0000221401,gnl|BL_ORD_ID|25811 ENSG00000163882|POLR2H|ENST00000430783|PTHR10917,POLR2H,ENST00000430783,ENSG00000163882,123,146.362,79,64.22764228,1.46E-45,PTHR10917,
TTRE_0000354001-mRNA-1 transcript=TTRE_0000354001-mRNA-1 gene=TTRE_0000354001,gnl|BL_ORD_ID|151833 ENSG00000161980|POLR3K|ENST00000293860|PTHR11239_SF12,POLR3K,ENST00000293860,ENSG00000161980,109,143.665,64,58.71559633,1.70E-45,PTHR11239,SF12
